"Sample","Group","Core","range","Type","Easting","Northing","Depth_upper","Depth_lower","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","Al","As","Ba","Ca","Cd","Ce","Cr","Cu","Fe","Gd","K","La","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","S","Sr","Th","V","Y","Zn","Depth_lower.log","Depth_lower.pow","pH.pow","EC.pow","Cr.pow","Cu.pow","Fe.pow","Al.pow","As.log","Ba.log","Ca.pow","Cd.pow","Ce.log","Gd.log","K.log","La.log","Mg.pow","Mn.pow","Mo.pow","Na.log","Nd.log","Ni.pow","P.pow","Pb.log","S.pow","Sr.pow","Th.log","V.pow","Y.pow","Zn.log","pH.log","EC.log","Al.log","As.pow","Ba.pow","Ca.log","Cd.log","Ce.pow","Cr.log","Cu.log","Fe.log","Gd.pow","K.pow","La.pow","Mg.log","Mn.log","Mo.log","Na.pow","Nd.pow","Ni.log","P.log","Pb.pow","S.log","Sr.log","Th.pow","V.log","Y.log","Zn.pow"
"08.4","8","8","0-10","Sediment",391338,6466502,0,10,5.34,44.18,"7925",495,495,1667,14.6,5,703,0.09,4,4.5,16.2,3835,0.55,75,1.9,147,9,5.63,58,2.17,1.22,48,90.5,4136,3.4,0.85,6.4,1.97,60.5,1,1.10089730326019,331.141343022624,1.97333225881186,1.73600680469498,-0.61463029342311,5.72472585662206,32.6882027510208,1.16435285578444,0.698970004336019,2.78405381745188,-1.55748104984846,0.602059991327962,-0.259637310505756,1.8750612633917,0.278753600952829,3.04008462818318,1.94027031928696,-0.534586473289213,1.76342799356294,0.33645973384853,-0.906564640842157,6.4007426323357,1.9566485792052,-0.219907805174505,1.02496153330576,-0.0705810742857073,2.31573255332899,1.1873474570549,1.78175537465247,0.727541257028556,1.64522571153542,3.22193559982801,-0.658697377934565,-0.884100897979303,2.84695532501982,-1.04575749056068,1.00498597182854,0.653212513775344,1.20951501454263,3.583765368285,-1.22153110759659,-0.637198832152318,1.0166770899316,2.16731733474818,0.954242509439325,0.750508394851346,2.35179496169631,1.10011651919171,0.0863598306747482,1.68124123737559,-0.650907090962768,3.61658053008589,0.531478917042255,-1.02659381982703,0.806179973983887,0.294466226161593,-0.688211239708892
"08.5.1","8","8","0-10","Sediment",391326,6466482,0,10,6.23,67.01,"999",0,1998,591,0.9,5.4,158,0.02,2,1.5,3,812,NA,56,1.1,65,5.3,0.14,38,0.94,NA,19,20.2,753,NA,NA,1.7,0.63,16.8,1,1.10089730326019,564.806449094887,2.12648002780218,1.16031958673349,-0.825303854833082,4.12286621422837,20.0777971346134,-0.0457574905606751,0.732393759822969,2.20504403109903,-2.05407356338647,0.301029995663981,NA,1.7481880270062,0.0413926851582251,2.53468072205313,1.65382362470267,-2.03911015719832,1.57978359661681,-0.0268721464003014,NA,4.10411519858074,1.30535136944662,-0.299769792767765,NA,NA,1.27129767898842,0.889569931578585,1.22530928172586,0.79448804665917,1.82613961793591,2.77158748088126,-1.01654216468154,-0.878908419986959,2.19865708695442,-1.69897000433602,1.00248988614776,0.176091259055681,0.477121254719662,2.90955602924118,NA,-0.656928970504541,1.00245901023727,1.81291335664286,0.724275869600789,-0.853871964321762,2.15140267614521,0.99240833253666,NA,1.27875360095283,-0.750916678083622,2.8767949762007,NA,NA,0.230448921378274,-0.200659450546418,-0.773395444035711
"08.5.12","8","8","0-10","Sediment",391326,6466482,0,10,6.23,67.01,"999",0,1998,608,0.9,5,159,0.02,1.8,1.5,4.8,801,NA,53,1,66,5.5,0.16,37,0.9,NA,19,20.8,753,NA,0.64,1.6,0.64,16.6,1,1.10089730326019,564.806449094887,2.12648002780218,1.16031958673349,-0.760221199674839,4.11099330166652,20.3472133497606,-0.0457574905606751,0.698970004336019,2.20721807381513,-2.05407356338647,0.255272505103306,NA,1.72427586960079,0,2.54331748661422,1.67240721838863,-1.94278426316682,1.56820172406699,-0.0457574905606751,NA,4.10411519858074,1.31806333496276,-0.299769792767765,NA,-0.193820026016113,1.23690668781738,0.893125065424557,1.22010808804006,0.79448804665917,1.82613961793591,2.78390357927274,-1.01654216468154,-0.884100897979303,2.20139712432045,-1.69897000433602,1.0021110165783,0.176091259055681,0.681241237375587,2.90363251608424,NA,-0.660715421847314,1,1.81954393554187,0.740362689494244,-0.795880017344075,2.13935285402557,0.987107532464867,NA,1.27875360095283,-0.748824800473637,2.8767949762007,NA,-1.07473499487443,0.204119982655925,-0.193820026016113,-0.774239496439474
"09.01","9","9","0-20","Sediment",391387,6466402,0,20,8.2,117,"0",0,0,609,1.5,6.9,213,0.01,1.9,1.3,4.7,1313,NA,109,1.1,55,4.3,0.13,134,0.98,NA,15,11.5,1295,NA,0.83,1.5,0.69,12,1.30102999566398,1.13321900474121,1462.89500230221,2.35012670844073,1.10099725430425,-0.763023577445378,4.56382311814389,20.3629362758659,0.176091259055681,0.838849090737255,2.31035734509814,-2.33349292785712,0.278753600952829,NA,2.03742649794062,0.0413926851582251,2.44207347425633,1.55272915919803,-2.09461554614423,2.12710479836481,-0.00877392430750515,NA,3.66427751887382,1.06069784035361,-0.271619718853696,NA,-0.0809219076239261,1.20131720352261,0.910303481668793,1.07918124604762,0.913813852383717,2.06818586174616,2.78461729263288,-0.938812605054142,-0.862572654062377,2.32837960343874,-2,1.00230542090425,0.113943352306837,0.672097857935718,3.11826472608948,NA,-0.612811288559263,1.00245901023727,1.74036268949424,0.633468455579587,-0.886056647693163,2.80539635830239,0.997514909203726,NA,1.17609125905568,-0.792334890424162,3.11226976841727,NA,-1.03054903512767,0.176091259055681,-0.161150909262745,-0.797463141941991
"09.02","9","9","0-15","Sediment",391383,6466407,0,15,7.06,136.5,"999.5",0,0,1849,3.3,13,542,0.11,4.6,5,25.6,3154,0.58,119,2.2,217,9.3,0.46,126,2.24,2.4,77,98.5,2900,3.4,0.85,7,2.48,68,1.17609125905568,1.11969066084699,871.040582206776,2.41603617941546,1.80439653097426,-0.567391662717145,5.49291123607961,34.3196456451583,0.518513939877887,1.11394335230684,2.67321912397645,-1.50102130366605,0.662757831681574,-0.236572006437063,2.07554696139253,0.342422680822206,3.31566904859669,1.95955786410285,-1.32499905856845,2.10037054511756,0.350248018334163,-0.649295135316191,8.02891155699476,1.99343623049761,-0.234575324918003,1.02496153330576,-0.0705810742857073,2.41153522604642,1.25863726956248,1.83250891270624,0.848804701051804,2.13513265137677,3.26693691115917,-0.830341122377739,-0.821751230052396,2.73399928653839,-0.958607314841775,1.00549001963651,0.698970004336019,1.40823996531185,3.49886168899288,-1.20000823231264,-0.607222168084248,1.02052509388995,2.33645973384853,0.968482948553935,-0.337242168318426,2.76925959350347,1.10442661430993,0.380211241711606,1.88649072517248,-0.645673417352232,3.46239799789896,0.531478917042255,-1.02659381982703,0.845098040014257,0.394451680826216,-0.680924944346382
"09.03","9","9","0-20","Sediment",391390,6466400,0,20,7.42,71.2,"0",0,0,2537,2.1,21.7,729,0.05,3.7,6.9,24.5,2468,0.38,134,1.9,190,11.4,0.23,72,1.94,1.97,70,52.1,594,4.9,0.91,4.8,2,29.8,1.30102999566398,1.13321900474121,1034.79043761754,2.14974783159431,2.03062432083539,-0.571763566265337,5.21531597503737,39.8214008319363,0.322219294733919,1.33645973384853,2.79989117248131,-1.73537661323584,0.568201724066995,-0.42021640338319,2.12710479836481,0.278753600952829,3.21894867849552,2.08368443736423,-1.70336592269044,1.85733249643127,0.287801729930226,-0.715714943913807,7.6702060378274,1.71683772329952,-0.312984165967438,1.03253599355688,-0.0409586076789064,2.03315442340659,1.19190103230609,1.47421626407626,0.870403905279027,1.85247999363686,3.40432046722173,-0.890889261246844,-0.790149511618085,2.86272752831797,-1.30102999566398,1.00470491535137,0.838849090737255,1.38916608436453,3.3923451553612,-1.38246065517069,-0.599743904121439,1.0166770899316,2.27875360095283,1.05690485133647,-0.638272163982407,2.46136992600358,1.08504043318539,0.294466226161593,1.84509804001426,-0.686079583324906,2.77378644498119,0.690196080028514,-1.01534749153868,0.681241237375587,0.301029995663981,-0.734060281456129
"09.04","9","9","0-25","Sediment",391388,6466406,0,25,7.07,97.4,"981.4",0,0,2158,2.1,7.1,505,0.02,3.9,4.9,7.7,2478,0.36,80,2,132,8.3,0.27,68,2,1.19,68,36.2,284,2.5,0.66,4,1.67,11.3,1.39794000867204,1.14382486438238,875.321496747699,2.27407063436437,1.79107733571755,-0.699952672594295,5.21977697112238,36.9052640971469,0.322219294733919,0.851258348719075,2.64385824037296,-2.05407356338647,0.591064607026499,-0.443697499232713,1.90308998699194,0.301029995663981,2.96804912050952,1.89345218109377,-1.60720805024278,1.83250891270624,0.301029995663981,-0.917767669084362,7.56432152732678,1.55870857053317,-0.357937294929521,1.01863171373602,-0.180456064458131,1.87219664679418,1.13869172422495,1.05307844348342,0.849419413796899,1.98855895687862,3.33405144034689,-0.890889261246844,-0.860688298929909,2.70329137811866,-1.69897000433602,1.0048946908486,0.690196080028514,0.886490725172482,3.39410130204004,-1.40770695960291,-0.632920614839207,1.01802176794083,2.12057393120585,0.919078092376074,-0.568636235841013,2.43191695308187,1.08911848047548,0.0755469613925307,1.83250891270624,-0.710305544933087,2.45331834004704,0.397940008672038,-1.06940730908699,0.602059991327962,0.222716471147583,-0.801840528392136
"09.05","9","9","0-17","Sediment",391382,6466408,0,17,7.98,95.1,"0",0,0,1233,1,6,395,0.03,3,3.1,31.4,1378,0.29,112,1.6,118,5.2,0.13,118,1.46,1.18,40,32.7,309,2.6,1.04,3.2,1.33,14.4,1.23044892137827,1.12555653731541,1331.38317296975,2.26434065012739,1.51424507493114,-0.547498230833706,4.61068852462276,28.3681262990163,0,0.778151250383644,2.54432829550307,-1.90640263719207,0.477121254719662,-0.537602002101044,2.04921802267018,0.204119982655925,2.89482528865726,1.64434769589214,-2.09461554614423,2.07188200730613,0.164352855784437,-0.921596194624464,5.86488385782893,1.51454775266029,-0.352486987735468,1.01943692347638,0.0170333392987804,1.69243761551469,1.07489790782891,1.15836249209525,0.902002891350729,1.97818051693741,3.09096307659573,-1,-0.87184927735933,2.59659709562646,-1.52287874528034,1.00394924911493,0.491361693834273,1.49692964807321,3.13924921757161,-1.51336440113703,-0.611076973313352,1.01218488448713,2.07188200730613,0.716003343634799,-0.886056647693163,2.73126371535748,1.04771182790492,0.0718820073061254,1.60205999132796,-0.717222673615173,2.48995847942483,0.414973347970818,-0.993685982592861,0.505149978319906,0.123851640967086,-0.784330260797498
"09.052","9","9","0-17","Sediment",391382,6466408,0,17,7.98,95.1,"0",0,0,1137,0.9,5.6,368,0.03,2.9,2.7,29.3,1348,NA,104,1.4,112,4.8,0.11,90,1.33,1.35,39,31.2,293,2.5,1.35,3.1,1.29,13.4,1.23044892137827,1.12555653731541,1331.38317296975,2.26434065012739,1.43943891454413,-0.554161867710132,4.589279959524,27.3076630730382,-0.0457574905606751,0.7481880270062,2.51634562515301,-1.90640263719207,0.462397997898956,NA,2.01703333929878,0.146128035678238,2.86136160318164,1.605118568341,-2.22534049458198,1.95424250943932,0.123851640967086,-0.862395483832407,5.79410868913535,1.49415459401844,-0.35591205622449,1.01863171373602,0.130333768495006,1.66830448870159,1.06661685442685,1.12710479836481,0.902002891350729,1.97818051693741,3.05576046468773,-1.01654216468154,-0.876465355824251,2.56584781867352,-1.52287874528034,1.00382714822176,0.431363764158987,1.46686762035411,3.1296898921993,NA,-0.615822370915636,1.00870805104034,2.04921802267018,0.681241237375587,-0.958607314841775,2.5798076206064,1.03574699140325,0.130333768495006,1.5910646070265,-0.720439651749156,2.46686762035411,0.397940008672038,-0.952689682964302,0.491361693834273,0.110589710299249,-0.789488577671624
"09.06","9","9","0-12","Sediment",391384,6466409,0,12,7.32,94.6,"0",0,0,3321,7.3,26.8,1007,0.23,7.8,9.1,41.9,5122,0.83,216,3.6,397,15.5,0.86,159,4.24,8.57,107,228.5,4929,6,1.12,12.6,4.38,131.7,1.07918124604762,1.10930858019788,987.281953540453,2.26219992332547,2.24754028621978,-0.520579261827515,6.0859357839327,45.1944636626372,0.863322860120456,1.42813479402879,2.94479784736368,-1.31052149640573,0.89209460269048,-0.0809219076239261,2.33445375115093,0.556302500767287,3.79331897642017,2.2860317191184,-1.05617909828199,2.20139712432045,0.627365856592733,-0.346546431090675,9.4011348738859,2.35888620440587,-0.213003063192133,1.03675755694472,0.0492180226701817,3.14608324097354,1.45365915240661,2.11958577496178,0.864511081058392,1.97589113640179,3.52126887559839,-0.733774464437104,-0.777486035760701,3.00302947055362,-0.638272163982407,1.0073967642193,0.959041392321094,1.6222140229663,3.70943957413241,-1.06435323697372,-0.57058727294626,1.03355842411965,2.59879050676312,1.19033169817029,-0.0655015487564323,2.90831269732939,1.19472223931185,0.932980821923198,2.02938377768521,-0.595913481227628,3.69275881815472,0.778151250383644,-0.98186420463365,1.10037054511756,0.6414741105041,-0.641140090852983
"10.01","10","10",NA,"Street Dust",391102,6466540,NA,NA,NA,NA,"478.9",1436.8,0,2307,0.8,27.1,4902,0.02,9.9,6,78.6,4293,0.61,492,5.4,591,42.8,0.34,172,3.97,3.54,113,90.6,296,21.7,5.11,5.2,1.73,42.1,NA,NA,NA,NA,1.92916767425586,-0.466378383853252,5.86292519021529,38.0817801739721,-0.0969100130080564,1.43296929087441,3.77063538890209,-2.05407356338647,0.99563519459755,-0.214670164989233,2.69196510276736,0.732393759822969,4.1449482923874,3.10563660012854,-1.47839560285426,2.23552844690755,0.598790506763115,-0.536015320336019,9.65034712582109,1.95712819767681,-0.355253263104142,1.06396000922053,0.708420900134713,2.10812112503748,1.14891689299043,1.62428209583567,NA,NA,3.36304759452109,-1.03535888236592,-0.776823887958601,3.69037330691606,-1.69897000433602,1.00825880249275,0.778151250383644,1.89542254603941,3.63276088847944,-1.17992213410996,-0.523605109585347,1.04441385125806,2.77158748088126,1.63144376901317,-0.468521082957745,2.95685189930396,1.18507976308301,0.549003262025788,2.05307844348342,-0.650838584824272,2.47129171105894,1.33645973384853,-0.768408238406225,0.716003343634799,0.238046103128795,-0.711318444746338
"10.02","10","10",NA,"Street Dust",391210,6466534,NA,NA,NA,NA,"0",0,0,4663,2.4,40.8,9595,0.04,16.1,20.1,33.9,6434,1,485,8.8,676,67.1,0.68,200,6.17,4.54,194,31.7,579,25.9,5.36,14.9,3.48,356.5,NA,NA,NA,NA,3.00551356233433,-0.540216864984006,6.38658635890777,53.0109186511787,0.380211241711606,1.61066016308988,4.18766501452939,-1.80811270239322,1.20682587603185,0,2.68574173860226,0.944482672150169,4.27092306993555,3.55680076352624,-1.15000115705005,2.30102999566398,0.790285164033242,-0.474105464011056,12.5055630140553,1.50105926221775,-0.314443479746693,1.06775934374565,0.72916478969277,3.39398224383319,1.3713956535296,2.55205953418788,NA,NA,3.66866541545449,-0.872555712803955,-0.752874115236154,3.98204497907149,-1.39794000867204,1.01001938051522,1.30319605742049,1.53019969820308,3.80848105656595,-1,-0.524388901052824,1.05763987707397,2.82994669594164,1.82672252016899,-0.167491087293764,3.0522844064703,1.25121585126377,0.657055852857104,2.28780172993023,-0.71934884234547,2.76267856372744,1.41329976408125,-0.762503659776185,1.17318626841227,0.541579243946581,-0.585550296451066
"10.03","10","10",NA,"Street Dust",391288,6466540,NA,NA,NA,NA,"1472",0,0,4340,2.9,27.1,13711,0.01,7.3,19.7,19.9,7145,0.71,380,4.5,746,45.6,0.83,165,2.94,3.68,121,11.4,343,38.1,3.63,14.2,3.05,66.3,NA,NA,NA,NA,2.98343937443085,-0.592925891266292,6.5297090295384,51.252136156124,0.462397997898956,1.43296929087441,4.42777752660702,-2.33349292785712,0.863322860120456,-0.148741651280925,2.57978359661681,0.653212513775344,4.3657210340877,3.16557640623546,-1.06985731700924,2.21748394421391,0.468347330412157,-0.525857168664238,9.97214845833836,1.05690485133647,-0.34585793794331,1.07609467375726,0.559906625036113,3.32090197027724,1.3263432510045,1.82151352840477,NA,NA,3.63748972951251,-0.847217604129311,-0.776823887958601,4.13706913083941,-2,1.00715735288261,1.29446622616159,1.29885307640971,3.85400223312699,-1.12146591456828,-0.537915115946419,1.03951856060916,2.87273882747267,1.65896484266444,-0.0809219076239261,2.93109017666642,1.14204201616434,0.565847818673518,2.08278537031645,-0.792994684734188,2.53529412004277,1.58092497567562,-0.812038557686743,1.15228834438306,0.484299839346786,-0.682496893041796
"10.04","10","10",NA,"Street Dust",391345,6466538,NA,NA,NA,NA,"1950.3",0,0,3908,2.3,28.1,21038,0.02,7.3,16.4,29.4,5614,0.63,276,4.2,908,36.8,0.45,132,2.5,2.83,132,16.3,236,67.4,2.58,9.3,2.4,56.2,NA,NA,NA,NA,2.78944272710464,-0.553831981097773,6.20511246343338,48.7875815314973,0.361727836017593,1.44870631990508,4.73399496525308,-2.05407356338647,0.863322860120456,-0.200659450546418,2.44090908206522,0.6232492903979,4.56112093872405,2.96730772762751,-1.33559493938589,2.12057393120585,0.397940008672038,-0.598596499304003,10.3970477933325,1.21218760440396,-0.370195142376301,1.08853283151968,0.41161970596323,2.74226074141293,1.24822820173949,1.74973631556906,NA,NA,3.59195455504674,-0.878357711873979,-0.774672398240201,4.32300445077404,-1.69897000433602,1.00715735288261,1.2148438480477,1.46834733041216,3.74927240829842,-1.16724964434874,-0.55617302938691,1.03767210827644,2.95808584852109,1.56584781867352,-0.346787486224656,2.79652527328974,1.11946534157092,0.45178643552429,2.12057393120585,-0.766427090067911,2.37291200297011,1.82865989653532,-0.858073663373151,0.968482948553935,0.380211241711606,-0.692848026763049
"10.05","10","10",NA,"Street Dust",391412,6466541,NA,NA,NA,NA,"0",489.5,0,8562,3,45.1,13827,0.09,10.3,18.7,27.9,8344,0.7,655,5.7,1424,70.5,1.14,418,3.46,7.97,334,25,756,42.5,3.42,17.4,3.13,208.6,NA,NA,NA,NA,2.92698254126162,-0.558924091951832,6.74744014677015,70.5358006523325,0.477121254719662,1.65417654187796,4.43360787291391,-1.55748104984846,1.01283722470517,-0.154901959985743,2.81624129999178,0.755874855672491,5.04211504871909,3.61023335766601,-0.953625486095544,2.62117628177504,0.539076098792777,-0.359179424892692,16.2274134929574,1.39794000867204,-0.299553091065401,1.07846666479599,0.534026106056135,3.64067814626923,1.33506915890926,2.31931430409051,NA,NA,3.93257522349829,-0.84275677512908,-0.74712227386222,4.14072796284418,-1.04575749056068,1.00840209127396,1.2718416065365,1.4456042032736,3.92137429541847,-1.12680308344324,-0.508196324738405,1.04586997026307,3.15350998930084,1.8481891169914,0.0569048513364726,3.56493579667201,1.16518021427512,0.901458321396112,2.52374646681156,-0.735813017398124,2.87852179550121,1.62838893005031,-0.819891308081935,1.2405492482826,0.495544337546448,-0.614839998628103
"10.06","10","10",NA,"Street Dust",391500,6466539,NA,NA,NA,NA,"983.8",1475.6,0,5566,4.2,139.3,17550,0.04,13.4,34.4,75.3,9240,0.95,613,6.8,1635,95.8,4.05,187,4.55,180.51,267,36.9,756,55.6,3.88,16.7,2.59,150.3,NA,NA,NA,NA,3.66015308589463,-0.469887551510462,6.89454138372976,57.6102593322122,0.6232492903979,2.14395111642396,4.6018350460695,-1.80811270239322,1.12710479836481,-0.0222763947111523,2.78746047451842,0.832508912706236,5.19975265958241,3.9601353085076,-0.602365495228122,2.2718416065365,0.658011396657112,-0.0770672797169493,14.5754064006157,1.56702636615906,-0.299553091065401,1.08432024195479,0.588831725594207,3.57367739464881,1.27254789509849,2.17695898058691,NA,NA,3.74554320199802,-0.799736770430579,-0.685338352152763,4.24427712080184,-1.39794000867204,1.00935442977491,1.53655844257153,1.8767949762007,3.96567197122011,-1.01731686891743,-0.511723965422577,1.05063637118592,3.2135177569963,1.98136550907854,0.607455023214668,3.00938371852784,1.20515048676346,2.25650126621132,2.42651126136458,-0.709010172707471,2.87852179550121,1.74507479158206,-0.803350981414729,1.22271647114758,0.413299764081252,-0.633472130541427
"10.071","10","10",NA,"Street Dust",391504,6466767,NA,NA,NA,NA,"991.6",0,0,6778,3.2,48.2,7894,0.06,8.7,18.5,127.5,12797,0.78,509,4.7,772,63.7,1.12,177,3.67,4.87,184,29.5,498,23.6,4.49,17.7,2.02,110.8,NA,NA,NA,NA,2.91546314758278,-0.42856978872179,7.38602519223701,63.1996131290733,0.505149978319906,1.68304703823885,4.06195229337125,-1.67812433090273,0.939519252618618,-0.10790539730952,2.70671778233676,0.672097857935718,4.39917213262748,3.50144247263653,-0.959761961377438,2.24797326636181,0.564666064252089,-0.45797587871817,12.1921820168657,1.46982201597816,-0.323181176827072,1.06576069342934,0.652246341003323,3.66894042724685,1.19490848835186,2.04453976039241,NA,NA,3.83110156450136,-0.834329490859108,-0.743330542046708,3.8972971220595,-1.22184874961636,1.00779151169842,1.26717172840301,2.10551018476997,4.10710816994855,-1.086719767674,-0.521751784350647,1.04068403789188,2.88761730033574,1.80413943233535,0.0492180226701817,2.97475089106602,1.17366670543934,0.687528961214634,2.26481782300954,-0.724296949932241,2.69722934275972,1.37291200297011,-0.784628440750927,1.24797326636181,0.305351369446624,-0.651310313421918
"10.072","10","10",NA,"Street Dust",391504,6466767,NA,NA,NA,NA,"991.6",0,0,7032,3.3,44.2,8184,0.05,9.9,19.7,57.7,12432,0.86,532,5.4,808,66.5,1.02,163,4.21,4.09,193,30.4,554,26.5,5.09,18.8,2.18,135.3,NA,NA,NA,NA,2.98343937443085,-0.492266877152551,7.34097205389574,64.3019514017948,0.518513939877887,1.64542226934909,4.08490673622418,-1.73537661323584,0.99563519459755,-0.0655015487564323,2.72591163229505,0.732393759822969,4.44407254300262,3.54717633524859,-0.992849275092968,2.21218760440396,0.624282095835668,-0.499157341078335,12.4746091889588,1.48287358360875,-0.316977828582751,1.06825211715142,0.706717782336759,3.77038479086119,1.21820112795958,2.13129779659762,NA,NA,3.84707886206572,-0.830341122377739,-0.748275840991035,3.9129656207041,-1.30102999566398,1.00825880249275,1.29446622616159,1.76117581315573,4.09454100145684,-1.0517786677311,-0.519350347018711,1.04441385125806,2.90741136077459,1.8228216453031,0.00860017176191757,2.92357140970047,1.1936778887431,0.611723308007342,2.28555730900777,-0.722225402059033,2.74350976472843,1.42324587393681,-0.768895043261507,1.27415784926368,0.338456493604605,-0.639567269290689
"10.08","10","10",NA,"Street Dust",391407,6466763,NA,NA,NA,NA,"499.3",0,499.3,3913,1.2,13,15265,0.04,9.5,9.4,10.2,3017,0.41,317,5.5,632,37.3,0.28,117,3.3,3.39,164,15.1,327,40.9,2.58,7.1,2.08,71.7,NA,NA,NA,NA,2.27443425213628,-0.666388815040976,5.44157539757141,48.8169106322546,0.0791812460476248,1.11394335230684,4.50265591120916,-1.80811270239322,0.977723605288848,-0.387216143280265,2.50105926221775,0.740362689494244,4.20735628768335,2.97941262872997,-1.58616478268959,2.06818586174616,0.518513939877887,-0.54758681606714,11.5376319693075,1.17897694729317,-0.348875890205678,1.07763321235964,0.41161970596323,2.42705894679176,1.20379943514512,1.8555191556678,NA,NA,3.59250984790068,-0.972007969519899,-0.821751230052396,4.18369680863468,-1.39794000867204,1.00810962489138,0.973127853599699,1.00860017176192,3.47957531017499,-1.34774302969287,-0.548190180734491,1.04490779627664,2.80071707828239,1.57170883180869,-0.552841968657781,2.72637243277903,1.15840559694846,0.530199698203082,2.2148438480477,-0.772033299393575,2.51454775266029,1.61172330800734,-0.858073663373151,0.851258348719075,0.318063334962762,-0.67764700505247
"10.09","10","10",NA,"Street Dust",391304,6466763,NA,NA,NA,NA,"1483.7",0,989.1,2710,1.3,32.9,21069,0.03,4.3,7.1,5.5,3425,0.42,322,3,1152,34.2,0.3,287,2.03,1.92,386,24.3,555,76.9,2.33,7.1,2.81,52.5,NA,NA,NA,NA,2.05201441733858,-0.742347694516747,5.5894867507451,41.0754380459524,0.113943352306837,1.51719589794997,4.73508384476841,-1.90640263719207,0.633468455579587,-0.3767507096021,2.50785587169583,0.477121254719662,4.80952320674602,2.90243878061942,-1.5469978819294,2.45788189673399,0.307496037913213,-0.724849373843235,17.3933923993074,1.38560627359831,-0.316873878431353,1.09142843554273,0.367355921026019,2.42705894679176,1.29909633867663,1.72015930340596,NA,NA,3.43296929087441,-0.959967741873038,-0.765378022520831,4.32364392313595,-1.52287874528034,1.0052467628583,0.851258348719075,0.740362689494244,3.53466057582844,-1.33691610688891,-0.547295402351127,1.02871401413544,3.06145247908719,1.53402610605614,-0.522878745280338,3.29351709877006,1.09111742377606,0.28330122870355,2.58658730467176,-0.737807303195013,2.74429298312268,1.88592633980143,-0.872314415604281,0.851258348719075,0.44870631990508,-0.697158925100814
"10.1","10","10",NA,"Street Dust",391205,6466756,NA,NA,NA,NA,"492.4",492.4,492.4,3384,1.5,31.2,14923,0.06,3.8,7.5,9.3,3016,0.34,521,2.3,924,31.1,0.72,513,1.31,2.08,354,12.3,515,45.8,1.08,6.6,2,67.2,NA,NA,NA,NA,2.09367663712338,-0.677234316402017,5.44119398485216,45.5954323140595,0.176091259055681,1.49415459401844,4.48674828318306,-1.67812433090273,0.57978359661681,-0.468521082957745,2.71683772329952,0.361727836017593,4.57890677689021,2.82042539594615,-1.12642500754753,2.71011736511182,0.117271295655764,-0.69678638080485,16.6863391166066,1.0899051114394,-0.321214195624808,1.08009267853169,0.0334237554869497,2.34819307230231,1.19190103230609,1.82736927305383,NA,NA,3.52943035436699,-0.938812605054142,-0.768492327753868,4.17385613898627,-1.22184874961636,1.00480104728758,0.8750612633917,0.968482948553935,3.47943133719774,-1.43489818522223,-0.520484247934916,1.02169472539099,2.96567197122011,1.49276038902684,-0.142667503568732,3.72206360457282,1.0338159758365,0.318063334962762,2.54900326202579,-0.787272610848824,2.71180722904119,1.66086547800387,-0.987647928719581,0.819543935541869,0.301029995663981,-0.681659278768649
"10.11","10","10",NA,"Street Dust",391070,6466760,NA,NA,NA,NA,"1047.1",0,0,2933,1.6,21.7,7902,0.03,7.5,9.7,8.3,3641,0.51,414,4.2,804,42.6,0.94,247,2.95,2.09,155,8.5,325,26.3,2.34,6.9,2.67,50.9,NA,NA,NA,NA,2.300790006236,-0.690833526951348,5.66223414062067,42.6308677926274,0.204119982655925,1.33645973384853,4.06259499099648,-1.90640263719207,0.8750612633917,-0.292429823902064,2.6170003411209,0.6232492903979,4.43916133064457,3.10125156871706,-1.0226767598695,2.39269695325967,0.469822015978163,-0.695139769610944,11.2295411117311,0.929418925714293,-0.34926537985702,1.06808908490535,0.369215857410143,2.39588957630131,1.28239004946129,1.70671778233676,NA,NA,3.46731206298055,-0.929424794795586,-0.790149511618085,3.89773702534543,-1.52287874528034,1.00725502194423,0.986771734266245,0.919078092376074,3.56122067893394,-1.25279693149547,-0.533124870494209,1.03767210827644,2.90525604874845,1.62940959910272,-0.0268721464003014,3.19103213617438,1.14251972238226,0.320146286111054,2.19033169817029,-0.815493478204266,2.51188336097887,1.41995574848976,-0.871711298519996,0.838849090737255,0.426511261364575,-0.699126903653779
